,Unnamed: 0.1,created_at,id_number,text,truncated,text_range,hashtags,mentions_screen_names,mentions_names,links,media_urls,media_types,expanded_media_urls,expanded_media_types,reply_to_status_id,reply_to_user_id,reply_to_screen_name,user_id,user_name,user_screen_name,user_location,user_description,user_url,user_followers_count,user_friends_count,user_listed_count,user_created_at,user_favourites_count,user_verified,user_statuses_count,user_lang,user_contributors_enabled,contributors,is_quote_status,retweet_count,favorites_count,favorited,retweeted,lang,source,place,possibly_sensitive,query,date_download,Volunteering
0,942672,Tue Feb 12 03:08:00 +0000 2019,1.095157543872e+18,"His lies are not ""ridiculous"" Trump is showing Visuals of Violence. Similar to his inciting crowds against Soro's and the Democrat elites  ALL of whom received Bombs in mail boxes. Other victimisation CNN  Jewish Suns volunteers worked being immigrants settle. Dog Whistles https://t.co/RjOhP59t9P",False,"[0, 273]",[],[],[],['https://t.co/RjOhP59t9P'],,,,,,,,993930259220201473,Tinkerbell Fernando,Tinkerbellfern,"New York, USA",,,177.0,520.0,0.0,Tue May 08 19:06:54 +0000 2018,22493.0,False,9297.0,en,False,,True,1.0,0.0,False,False,en,Twitter for Android,,False,immigrants,19-02-2019,1
1,944668,Tue Feb 12 00:26:13 +0000 2019,1.0951168320407183e+18,@realDonaldTrump @WSJ We volunteer to build: we came here legally and over stayed: Immigrants Pay for wall! Build wall By charging 10k from each who overstayed visitor visa that came here on a legal visa. 10K Green Card option. Immigrants made America Great! We can do it again!,False,"[0, 278]",[],"['realDonaldTrump', 'WSJ']","['Donald J. Trump', 'The Wall Street Journal']",[],,,,,,25073877.0,realDonaldTrump,1146354872,star taxi,tibor530,"Cambridge, MA",,http://t.co/Lacunxuqd6,115.0,837.0,0.0,Sun Feb 03 22:02:29 +0000 2013,11.0,False,1369.0,en,False,,False,0.0,0.0,False,False,en,Twitter Web Client,,,immigrants,19-02-2019,1
2,944752,Tue Feb 12 00:20:51 +0000 2019,1.0951154792854036e+18,@AsaWinstanley We volunteer to build the wall We came here legally but over stayed. Immigrants Pay for wall! Build wall By charging 10k from each who overstayed visitor visa that came here on a legal visa. They want to pay taxes also! &amp  we need MORE tax payers!,False,"[0, 265]",[],['AsaWinstanley'],['Asa Winstanley'],[],,,,,,75033178.0,AsaWinstanley,1146354872,star taxi,tibor530,"Cambridge, MA",,http://t.co/Lacunxuqd6,115.0,837.0,0.0,Sun Feb 03 22:02:29 +0000 2013,11.0,False,1369.0,en,False,,False,0.0,0.0,False,False,en,Twitter Web Client,,,immigrants,19-02-2019,1
3,946241,Mon Feb 11 22:28:37 +0000 2019,1.095087237983699e+18,.@AHouseElPaso had to scramble as they had already scheduled to receive 200 immigrants that night and were taken by surprise with the additional 200 dumped downtown. They had to find housing &amp  volunteers last minute.,False,"[0, 220]",[],['AHouseElPaso'],['Annunciation House'],[],,,,,1.095087113840685e+18,532469915.0,tristan_claudia,532469915,Claudia Tristán,tristan_claudia,"El Paso, TX","Press Sec @GovMLG • Former Border/Immigration Reporter in safe & beautiful #ElPaso • Int'l girl w/ TexMex ❤️• Third Culture Kid • ARMY Brat • Tweets my own, duh",https://t.co/wC6x96JWAh,1669.0,3216.0,56.0,Wed Mar 21 18:54:40 +0000 2012,4796.0,False,10107.0,en,False,,False,3.0,15.0,False,False,en,Twitter for iPhone,,,immigrants,19-02-2019,1
4,947048,Mon Feb 11 21:28:47 +0000 2019,1.0950721785196954e+18,"CBP is violating journalists and volunteers' rights because they dont want them reporting on or helping caravans immigrants.  

Volunteers  activists  journalists interrogated at border about caravan https://t.co/mAAW6JGFsF",False,"[0, 223]",[],[],[],['https://t.co/mAAW6JGFsF'],,,,,,,,362266285,Brian Collins,BrianCollins16,"Seattle, WA",Writer. All opinions are mine.  All jokes are my wife's.,,94.0,93.0,4.0,Fri Aug 26 03:25:37 +0000 2011,274.0,False,1631.0,en,False,,False,0.0,0.0,False,False,en,Twitter for Android,,False,immigrants,19-02-2019,1
5,954107,Mon Feb 11 12:54:27 +0000 2019,1.0949427434308732e+18,"20. Listen to better music
22. Support planned parenthood
23. Do more volunteering
24. Make more art
25. Work harder
26. Work smarter
27. help struggling kids
28. support immigrants
29. support veterans
30. build homes for the homeless.",False,"[0, 236]",[],[],[],[],,,,,1.0949422321661912e+18,3420119879.0,Evangeloserrr,3420119879,Evangelia Suleiman,Evangeloserrr,"Gorham, ME",Not your basic 18 y/o girl. CO to KS to ME. Umaine ‘23. Polisci/Pre-Law. Dually enrolled at USM and GHS.,https://t.co/2wwZ1bDqU3,137.0,1517.0,13.0,Thu Aug 13 13:24:51 +0000 2015,5684.0,False,5041.0,en,False,,False,0.0,1.0,False,False,en,Twitter Web Client,,,immigrants,19-02-2019,1
6,956048,Mon Feb 11 05:41:50 +0000 2019,1.0948338713029796e+18,@wswdaw @JayGordonMDFAAP Thank you for the link! I used to volunteer at a food bank where a lot of Russian  Ukrainian  and Moldavian immigrants were clients  and translation issues abounded. Thank goodness for fellow volunteer  Oksana. Heh. It must be scary for them. I'm glad my state is reaching out.,False,"[25, 302]",[],"['wswdaw', 'JayGordonMDFAAP']","['Loops', 'Jay Gordon, MD, FAAP']",[],,,,,1.0948317361883546e+18,587854274.0,wswdaw,19848656,Jennifer Edwards,jexx3030,,"Scribblemonkey, she/her pronouns, library enthusiast",,184.0,302.0,3.0,Sun Feb 01 05:58:37 +0000 2009,60552.0,False,10460.0,en,False,,False,0.0,1.0,False,False,en,Twitter Web Client,,,immigrants,19-02-2019,1
7,957656,Mon Feb 11 01:41:58 +0000 2019,1.0947735068672204e+18,Artist Molly Crabapple volunteered with the New Sanctuary Coalition of New York City to wait with immigrants in various bureaucratic holding patterns — and made drawings to show what it was like. https://t.co/I8ehuyVCEJ,False,"[0, 219]",[],[],[],['https://t.co/I8ehuyVCEJ'],,,,,,,,21674762,Janice McDonald,JaniceMcDonald,"Denver, Colorado USA","Abstract collage artist (working with recycled contemporary papers/imagery), graphic designer, art lover, reader, saunterer.",http://t.co/QCOHmaa38A,2112.0,2140.0,208.0,Mon Feb 23 18:03:33 +0000 2009,275.0,False,5505.0,en,False,,False,22.0,34.0,False,False,en,TweetDeck,,False,immigrants,19-02-2019,1
8,965108,Sun Feb 10 14:47:50 +0000 2019,1.0946088893355418e+18,"@realDonaldTrump has convinced #MAGA #TrumpTrain of #immigrant rapists. But #Taxes Southern Baptist church leaders n volunteers  among them  many registered sex offenders  are no immigrants. /2 

#Trump2020 #SundayMorning #SundayThoughts",False,"[0, 237]","['MAGA', 'TrumpTrain', 'immigrant', 'Taxes', 'Trump2020', 'SundayMorning', 'SundayThoughts']",['realDonaldTrump'],['Donald J. Trump'],[],,,,,1.09460298475801e+18,37039053.0,ampleambi,37039053,ReturnTheChildren,ampleambi,,"A nation can survive its fools, and even the ambitious. But it cannot survive treason from within.
Daily reminder: Stay out of echo chambers.",,171.0,49.0,14.0,Fri May 01 20:54:28 +0000 2009,6035.0,False,13594.0,en,False,,False,0.0,0.0,False,False,en,Twitter Web Client,,,immigrants,19-02-2019,1
9,966109,Sun Feb 10 12:20:52 +0000 2019,1.094571901362598e+18,The late 1990s Blair government attacks on immigrants  stoking racism against Romani refugees  -while their communities were being burnt down in pogroms in places like Romania- made it imperative to resist. (I did a few things  like volunteer at a Romani refugees organisation).,False,"[0, 278]",[],[],[],[],,,,,,,,376212639,Nico,Nico22a022,,"Complete your profile

It helps instantly identify you to those following you, and tells those who aren't more about you. [Twitter]",,335.0,491.0,20.0,Mon Sep 19 14:10:56 +0000 2011,13507.0,False,11795.0,en,False,,False,0.0,0.0,False,False,en,Twitter Web Client,,,immigrants,19-02-2019,1
